_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
4edae4c904ea1adef6a4d103d20ed59f,34,technician,single,professional.course,no,yes,no,cellular,may,fri,8,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
b355deff201ee218665b7f1b0b2e4721,48,admin.,married,professional.course,no,yes,no,telephone,may,thu,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
2dc2945eca8a262e05b8c61d55d0c38e,44,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,mon,67,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
3d953bb570171918333b60ca740f273b,33,unemployed,single,basic.9y,no,yes,no,telephone,aug,tue,5,1,999,0,nonexistent,-1.7,94.027,-38.3,0.889,4991.6,0
414c54711ce5178a7da4442787a2fb82,39,admin.,married,university.degree,no,no,no,telephone,jul,fri,104,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,0
82cc4495a99ce215df889cba94e34be7,51,technician,divorced,high.school,no,no,no,cellular,jul,tue,166,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
e3439a8cd358d900873cd2d225e712b8,36,management,married,university.degree,no,no,no,cellular,jun,tue,867,1,3,2,success,-1.7,94.055,-39.8,0.737,4991.6,1
2fbeacbf27d76bf78cb55b7652a72edb,48,technician,single,university.degree,unknown,yes,no,telephone,may,fri,40,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
4a74456ab74e81548130ad0fa1087dcd,33,self-employed,married,basic.9y,unknown,yes,no,cellular,jul,thu,151,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
73f11aed96cbafa1ad93e88577bfafc9,31,technician,single,professional.course,no,no,no,cellular,nov,tue,165,2,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
c8251d6774b3c5f820e8a0f9e8077720,40,technician,married,professional.course,no,no,no,cellular,apr,tue,274,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0
432575af91c12c159602ccb0065e792d,45,admin.,married,university.degree,no,yes,no,cellular,aug,tue,245,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
b1bf4d7d6c4aa6d68cd4fe9957392479,28,technician,married,university.degree,no,no,no,cellular,jul,mon,289,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
07c8aaa4f922a0d63116fcb1c09b1007,28,self-employed,single,university.degree,no,yes,yes,cellular,mar,wed,217,1,999,1,failure,-1.8,93.369,-34.8,0.6509999999999999,5008.7,0
72fe8d26104e23d08bb5752c2f460f76,58,admin.,divorced,university.degree,no,yes,yes,telephone,may,wed,363,6,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
0500a6505b6078c74f4c804c2a175bd0,49,management,married,university.degree,unknown,yes,no,telephone,jul,mon,182,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
0e024bf3f9cc68e48b9a8a27a12aba83,37,blue-collar,married,basic.4y,unknown,no,yes,cellular,apr,mon,64,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
0511f98bb7c8fd6c8a73b9e87817985e,34,technician,married,professional.course,no,yes,no,telephone,aug,thu,51,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
9fa8610b1f9d15b0a8b0c3083d9d994f,50,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,wed,339,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
31986a46b965f473458b43cead33c088,67,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,350,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,1
57bcc909a000c5fadc01b2204a5f3267,45,services,married,basic.6y,no,no,no,cellular,may,tue,58,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
08e1d9725f34c3c0ca76ba6784b0c631,58,management,married,basic.6y,no,yes,no,telephone,may,mon,48,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
7bbba2a16e06ad0c9bcab155d75e7bc5,33,housemaid,married,professional.course,no,yes,no,cellular,aug,thu,110,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
a03e7357b8b00d48357305d2fc421652,30,technician,married,professional.course,no,yes,no,cellular,aug,thu,169,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
29dbb817479512d0ad29fb840b8ea9f2,34,housemaid,married,high.school,unknown,no,no,cellular,may,wed,104,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
ff6cc8e96bbe52bcd96d5d9cd21e48d4,37,technician,married,professional.course,no,no,no,cellular,aug,tue,103,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
c8f794e4050e4dbe494f4d8dd1eb359c,47,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,mon,208,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
fb7166136293f38c706c4077b634b7f5,35,admin.,single,university.degree,no,yes,no,cellular,aug,thu,116,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,0
2843675f2a0469ccd2b45b3d466fe053,45,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,170,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
48932487e51984c81341aa06b2ec65cf,38,admin.,married,unknown,no,yes,no,cellular,jul,wed,481,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,1
d33ae070fccdb39113e7589b9eaead99,29,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,521,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
f2026ab9391110eeaf37e5144f6fccf4,46,admin.,married,high.school,no,yes,no,cellular,aug,thu,82,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
0555d54161b8970651d41ced8813351c,47,housemaid,single,basic.9y,no,no,no,cellular,nov,thu,128,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
968a77297b484410294dd04666aa72e8,32,blue-collar,single,high.school,no,no,yes,cellular,may,wed,358,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
2ba2a4d1125df4de261a686fabc3d1c6,33,blue-collar,single,basic.4y,no,yes,no,cellular,apr,thu,352,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
2e6d226278873fbabedb2cb135d1d1c2,35,admin.,divorced,high.school,no,yes,yes,telephone,apr,thu,111,1,999,0,nonexistent,-1.8,93.749,-34.6,0.635,5008.7,1
2c9628ab33d1309d071db4fbb509056b,65,management,married,university.degree,no,no,no,telephone,may,mon,1076,3,6,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,1
7fbffde9ea365fc0350eb9af2a0570c4,47,services,married,unknown,no,no,no,telephone,may,wed,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
3fb5fcfb258cbdc260c6078dbc52c3f9,38,admin.,married,professional.course,no,no,no,cellular,jul,mon,182,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,0
0380623cab05ecb6b466d4a3abbabc97,33,admin.,single,university.degree,no,yes,no,cellular,jun,tue,257,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
fa036fcfcab67fcac4d89fbeb1841559,38,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,193,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
88b4aa3f1a2b970cfe009812b956620f,58,retired,married,professional.course,unknown,no,yes,cellular,aug,mon,85,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
1642e908f4cc229db6300d4f68bd2315,32,services,married,high.school,no,no,no,cellular,apr,fri,65,1,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,0
42e5d59e7bd95e5a2888ee279fb0dfda,45,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,157,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0
a46915cb590164974f99628761d125c6,42,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,360,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
4c314022f899389001dfe95964d8274e,28,self-employed,single,university.degree,no,yes,no,telephone,mar,wed,152,1,999,1,failure,-1.8,93.369,-34.8,0.6509999999999999,5008.7,0
03f217316e832ac1c41c375c710613d4,44,admin.,single,university.degree,no,yes,no,cellular,nov,wed,50,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
5a4470eca0698088b15f6a04cf8bcb0f,32,technician,single,professional.course,no,no,no,cellular,nov,wed,295,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0
2d3c840b902b30085ce3c5219cbbf360,35,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,35,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
3aa4df14461bb71389278058e6ac7683,32,admin.,single,university.degree,no,no,no,cellular,nov,fri,85,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0
371726b436cab3749a41a17795b0ba08,29,admin.,married,high.school,no,yes,no,cellular,may,mon,106,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
dec1082dbc764bfa6d0187843482585d,59,technician,divorced,professional.course,no,no,no,telephone,may,wed,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
0023a595dc888c125ae71947e3b04095,42,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,56,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
6ed1a42e740e347f84a956bb20d138b2,40,admin.,divorced,basic.9y,no,no,no,telephone,jun,fri,161,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
fc3c6baf84285b448083927831292813,33,technician,divorced,high.school,no,no,no,cellular,may,tue,204,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
32b5c1e06af85ccc6061558dc5b5a9e4,47,services,divorced,high.school,unknown,no,no,cellular,aug,thu,819,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1
d06648e2a90b26cc23bd5b795405596b,31,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,368,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
79f7ca0fba179cb0bc93eb2f178e4ace,39,management,married,high.school,no,no,no,telephone,may,fri,205,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
0178c64ebaacba2b4d95cec5d97a72f1,29,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,166,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,0
